Car No	Destination of block	Inbound Train No	ArrivalDay No	arriving time at receivingarea	Receiving track No	Starting time of humping job	    Ending time of humping job	Departure Day No	Pull back engine No	Starting time of pull back job	Ending time of pull back job	Departure time at departure area	    outbound Train No	Departure track No
9	AS	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	1	Day1,10:41	Day1,12:6	Day1,13:1	o26	D4
20	AS	i3	1	Day1,5:49	R2	Day1,8:43	Day1,8:57	1	1	Day1,10:41	Day1,12:6	Day1,13:1	o26	D4
14	AS	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	1	Day1,10:41	Day1,12:6	Day1,13:1	o26	D4
42	AU	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	1	Day1,10:41	Day1,12:6	Day1,13:1	o26	D4
12	AU	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	1	Day1,10:41	Day1,12:6	Day1,13:1	o26	D4
54	BB	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	1	Day1,10:41	Day1,12:6	Day1,13:1	o26	D4
13	BB	i3	1	Day1,5:49	R2	Day1,8:43	Day1,8:57	1	1	Day1,10:41	Day1,12:6	Day1,13:1	o26	D4
29	AB	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	1	Day1,10:41	Day1,12:6	Day1,13:1	o26	D4
46	AB	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	1	Day1,10:41	Day1,12:6	Day1,13:1	o26	D4
50	BA	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	1	Day1,10:41	Day1,12:6	Day1,13:1	o26	D4
40	AX	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	1	Day1,12:6	Day1,12:31	Day1,13:16	o27	D2
71	AX	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	1	Day1,12:6	Day1,12:31	Day1,13:16	o27	D2
78	AX	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	1	Day1,12:6	Day1,12:31	Day1,13:16	o27	D2
2	AX	i3	1	Day1,5:49	R2	Day1,8:43	Day1,8:57	1	1	Day1,12:6	Day1,12:31	Day1,13:16	o27	D2
19	AX	i3	1	Day1,5:49	R2	Day1,8:43	Day1,8:57	1	1	Day1,12:6	Day1,12:31	Day1,13:16	o27	D2
10	AX	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	1	Day1,12:6	Day1,12:31	Day1,13:16	o27	D2
62	AX	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	1	Day1,12:6	Day1,12:31	Day1,13:16	o27	D2
34	AC	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	1	Day1,12:6	Day1,12:31	Day1,13:16	o27	D2
68	AC	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	1	Day1,12:6	Day1,12:31	Day1,13:16	o27	D2
1	AC	i3	1	Day1,5:49	R2	Day1,8:43	Day1,8:57	1	1	Day1,12:6	Day1,12:31	Day1,13:16	o27	D2
60	AC	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	1	Day1,12:6	Day1,12:31	Day1,13:16	o27	D2
4	BD	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	2	Day1,12:6	Day1,12:31	Day1,13:26	o28	D3
41	BD	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	2	Day1,12:6	Day1,12:31	Day1,13:26	o28	D3
48	BD	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	2	Day1,12:6	Day1,12:31	Day1,13:26	o28	D3
55	BD	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	2	Day1,12:6	Day1,12:31	Day1,13:26	o28	D3
5	AQ	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	2	Day1,12:6	Day1,12:31	Day1,13:26	o28	D3
32	AQ	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	2	Day1,12:6	Day1,12:31	Day1,13:26	o28	D3
38	AQ	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	2	Day1,12:6	Day1,12:31	Day1,13:26	o28	D3
24	AQ	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	2	Day1,12:6	Day1,12:31	Day1,13:26	o28	D3
9	AZ	i3	1	Day1,5:49	R2	Day1,8:43	Day1,8:57	1	1	Day1,12:31	Day1,12:56	Day1,13:41	o29	D5
17	AZ	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	1	Day1,12:31	Day1,12:56	Day1,13:41	o29	D5
21	AZ	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	1	Day1,12:31	Day1,12:56	Day1,13:41	o29	D5
68	AZ	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	1	Day1,12:31	Day1,12:56	Day1,13:41	o29	D5
6	AV	i3	1	Day1,5:49	R2	Day1,8:43	Day1,8:57	1	1	Day1,12:31	Day1,12:56	Day1,13:41	o29	D5
33	AV	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	1	Day1,12:31	Day1,12:56	Day1,13:41	o29	D5
42	AV	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	1	Day1,12:31	Day1,12:56	Day1,13:41	o29	D5
26	BE	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	2	Day1,12:31	Day1,12:56	Day1,13:51	o30	D6
33	BE	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	2	Day1,12:31	Day1,12:56	Day1,13:51	o30	D6
52	BE	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	2	Day1,12:31	Day1,12:56	Day1,13:51	o30	D6
7	BE	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	2	Day1,12:31	Day1,12:56	Day1,13:51	o30	D6
19	BF	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	2	Day1,12:31	Day1,12:56	Day1,13:51	o30	D6
15	BF	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	2	Day1,12:31	Day1,12:56	Day1,13:51	o30	D6
66	BF	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	2	Day1,12:31	Day1,12:56	Day1,13:51	o30	D6
31	AO	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	2	Day1,12:56	Day1,13:6	Day1,14:1	o31	D7
37	AO	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	2	Day1,12:56	Day1,13:6	Day1,14:1	o31	D7
13	AO	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	2	Day1,12:56	Day1,13:6	Day1,14:1	o31	D7
65	AO	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	2	Day1,12:56	Day1,13:6	Day1,14:1	o31	D7
60	AR	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	2	Day1,13:6	Day1,13:16	Day1,14:11	o32	D4
65	AR	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	2	Day1,13:6	Day1,13:16	Day1,14:11	o32	D4
15	AR	i3	1	Day1,5:49	R2	Day1,8:43	Day1,8:57	1	2	Day1,13:6	Day1,13:16	Day1,14:11	o32	D4
6	AR	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	2	Day1,13:6	Day1,13:16	Day1,14:11	o32	D4
28	AL	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	1	Day1,12:56	Day1,13:21	Day1,14:21	o33	D1
59	AL	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	1	Day1,12:56	Day1,13:21	Day1,14:21	o33	D1
12	AL	i3	1	Day1,5:49	R2	Day1,8:43	Day1,8:57	1	1	Day1,12:56	Day1,13:21	Day1,14:21	o33	D1
32	AL	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	1	Day1,12:56	Day1,13:21	Day1,14:21	o33	D1
54	AI	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	1	Day1,12:56	Day1,13:21	Day1,14:21	o33	D1
79	AM	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	2	Day1,13:16	Day1,13:26	Day1,14:31	o34	D2
80	AM	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	2	Day1,13:16	Day1,13:26	Day1,14:31	o34	D2
14	AM	i3	1	Day1,5:49	R2	Day1,8:43	Day1,8:57	1	2	Day1,13:16	Day1,13:26	Day1,14:31	o34	D2
69	AM	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	2	Day1,13:16	Day1,13:26	Day1,14:31	o34	D2
11	AE	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	1	Day1,13:26	Day1,13:36	Day1,14:41	o35	D3
47	AE	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	1	Day1,13:26	Day1,13:36	Day1,14:41	o35	D3
59	AE	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	1	Day1,13:26	Day1,13:36	Day1,14:41	o35	D3
20	BC	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	2	Day1,13:41	Day1,13:51	Day1,14:51	o36	D5
30	BC	i4	1	Day1,7:12	R1	Day1,7:57	Day1,8:33	1	2	Day1,13:41	Day1,13:51	Day1,14:51	o36	D5
30	AT	i3	1	Day1,5:49	R2	Day1,8:43	Day1,8:57	1	1	Day1,13:51	Day1,14:1	Day1,15:1	o37	D6
11	AT	i6	1	Day1,9:0	R1	Day1,9:45	Day1,10:16	1	1	Day1,13:51	Day1,14:1	Day1,15:1	o37	D6
6	AV	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	2	Day1,14:1	Day1,14:11	Day1,15:11	o38	D7
9	AV	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	2	Day1,14:1	Day1,14:11	Day1,15:11	o38	D7
10	AV	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	2	Day1,14:1	Day1,14:11	Day1,15:11	o38	D7
16	AV	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	2	Day1,14:1	Day1,14:11	Day1,15:11	o38	D7
34	AV	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	2	Day1,14:1	Day1,14:11	Day1,15:11	o38	D7
42	AV	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	2	Day1,14:1	Day1,14:11	Day1,15:11	o38	D7
5	AH	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,14:11	Day1,14:51	Day1,15:36	o39	D4
19	AH	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,14:11	Day1,14:51	Day1,15:36	o39	D4
22	AH	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,14:11	Day1,14:51	Day1,15:36	o39	D4
26	AH	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,14:11	Day1,14:51	Day1,15:36	o39	D4
29	AH	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,14:11	Day1,14:51	Day1,15:36	o39	D4
25	AK	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,14:11	Day1,14:51	Day1,15:36	o39	D4
30	AK	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,14:11	Day1,14:51	Day1,15:36	o39	D4
35	AK	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,14:11	Day1,14:51	Day1,15:36	o39	D4
32	AE	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,14:11	Day1,14:51	Day1,15:36	o39	D4
7	AH	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
11	AH	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
18	AH	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
28	AH	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
31	AH	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
38	AH	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
50	AH	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
5	AH	i5	1	Day1,8:42	R3	Day1,11:36	Day1,11:59	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
8	AH	i5	1	Day1,8:42	R3	Day1,11:36	Day1,11:59	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
14	AH	i5	1	Day1,8:42	R3	Day1,11:36	Day1,11:59	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
13	AH	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
21	AH	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
30	AH	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
48	AH	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
69	AH	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
30	AK	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
35	AK	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
36	AK	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
42	AK	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
44	AK	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
9	AK	i5	1	Day1,8:42	R3	Day1,11:36	Day1,11:59	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
23	AK	i5	1	Day1,8:42	R3	Day1,11:36	Day1,11:59	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
15	AK	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
38	AK	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
39	AK	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
40	AK	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:19	Day1,15:44	Day1,16:29	o40	D1
12	AW	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
15	AW	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
17	AW	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
39	AW	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
40	AW	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
4	AW	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
10	AW	i5	1	Day1,8:42	R3	Day1,11:36	Day1,11:59	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
28	AW	i5	1	Day1,8:42	R3	Day1,11:36	Day1,11:59	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
46	AW	i5	1	Day1,8:42	R3	Day1,11:36	Day1,11:59	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
25	AW	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
29	AW	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
43	AW	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
45	AW	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
53	AW	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
3	AB	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
33	AB	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
38	AB	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
10	AB	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
48	AB	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
6	AB	i5	1	Day1,8:42	R3	Day1,11:36	Day1,11:59	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
17	AB	i5	1	Day1,8:42	R3	Day1,11:36	Day1,11:59	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
18	AB	i5	1	Day1,8:42	R3	Day1,11:36	Day1,11:59	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
9	AB	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
28	AF	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
36	AF	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
43	AF	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
57	AF	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
39	AF	i5	1	Day1,8:42	R3	Day1,11:36	Day1,11:59	1	1	Day1,15:19	Day1,15:59	Day1,16:44	o41	D2
4	AP	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
13	AP	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
14	AP	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
6	AP	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
54	AP	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
58	AP	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
11	AP	i5	1	Day1,8:42	R3	Day1,11:36	Day1,11:59	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
15	AP	i5	1	Day1,8:42	R3	Day1,11:36	Day1,11:59	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
35	AP	i5	1	Day1,8:42	R3	Day1,11:36	Day1,11:59	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
16	AP	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
34	AP	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
21	AJ	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
27	AJ	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
45	AJ	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
15	AJ	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
26	AJ	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
45	AJ	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
19	AJ	i5	1	Day1,8:42	R3	Day1,11:36	Day1,11:59	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
17	AJ	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
18	AJ	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
41	AJ	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
2	BE	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
31	BE	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
34	BE	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
46	BE	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
59	BE	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
24	BE	i5	1	Day1,8:42	R3	Day1,11:36	Day1,11:59	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
45	BE	i5	1	Day1,8:42	R3	Day1,11:36	Day1,11:59	1	1	Day1,15:59	Day1,16:39	Day1,17:24	o42	D4
1	AD	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
27	AD	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
53	AD	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
37	AD	i5	1	Day1,8:42	R3	Day1,11:36	Day1,11:59	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
2	AD	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
11	AD	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
14	AD	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
26	AD	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
31	AD	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
37	AD	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
54	AD	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
23	AU	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
51	AU	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
63	AU	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
64	AU	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
49	BA	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
20	BA	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
66	BA	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
17	AS	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
38	AS	i5	1	Day1,8:42	R3	Day1,11:36	Day1,11:59	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
24	AS	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
39	BB	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
46	BB	i10	1	Day1,14:2	R2	Day1,14:47	Day1,15:19	1	2	Day1,15:44	Day1,16:54	Day1,17:39	o43	D3
7	AX	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,16:39	Day1,17:19	Day1,18:4	o44	D1
44	AX	i7	1	Day1,9:22	R2	Day1,10:26	Day1,10:49	1	1	Day1,16:39	Day1,17:19	Day1,18:4	o44	D1
2	AX	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	1	Day1,16:39	Day1,17:19	Day1,18:4	o44	D1
14	AX	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	1	Day1,16:39	Day1,17:19	Day1,18:4	o44	D1
33	AX	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	1	Day1,16:39	Day1,17:19	Day1,18:4	o44	D1
51	AX	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	1	Day1,16:39	Day1,17:19	Day1,18:4	o44	D1
52	AX	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	1	Day1,16:39	Day1,17:19	Day1,18:4	o44	D1
56	AX	i8	1	Day1,9:53	R1	Day1,10:59	Day1,11:26	1	1	Day1,16:39	Day1,17:19	Day1,18:4	o44	D1
