outbound Train No	Day No	PullBack engine No	Starting time of pullback job	ending time of pullback job	departure time at departure area	Departure track No	Number of blocks	number of railcars	destination of blocks(associated number of cars)
o1154	13	2	Day13,4:14	Day13,5:9	Day13,5:59	1	4	25	AS(7);AD(7);BB(7);AU(4);
o1155	13	1	Day13,5:4	Day13,5:29	Day13,6:14	2	2	8	AR(5);AY(3);
o1156	13	1	Day13,5:42	Day13,5:52	Day13,6:37	4	1	28	AH(28);
o1157	13	1	Day13,5:52	Day13,6:17	Day13,7:2	5	2	37	AX(23);AC(14);
o1158	13	2	Day13,5:9	Day13,6:19	Day13,7:12	3	5	11	AJ(4);AA(3);BE(2);AN(1);BC(1);
o1159	13	1	Day13,6:17	Day13,6:42	Day13,7:27	1	2	36	BG(22);AN(14);
o1160	13	2	Day13,6:19	Day13,6:44	Day13,7:37	2	2	38	AW(21);AF(17);
o1161	13	1	Day13,6:42	Day13,7:7	Day13,7:52	4	2	24	AK(19);AT(5);
o1162	13	2	Day13,6:44	Day13,7:9	Day13,8:2	6	2	29	AY(16);AR(13);
o1163	13	2	Day13,7:9	Day13,7:34	Day13,8:19	7	2	25	AJ(13);AA(12);
o1164	13	1	Day13,7:7	Day13,7:47	Day13,8:32	5	3	30	AD(15);AB(8);AS(7);
o1165	13	2	Day13,7:34	Day13,7:59	Day13,8:44	1	2	18	AV(13);AZ(5);
o1166	13	2	Day13,7:59	Day13,8:24	Day13,9:9	3	2	15	AQ(8);BD(7);
o1167	13	1	Day13,7:47	Day13,8:27	Day13,9:19	2	3	31	BF(12);AP(10);BE(9);
o1168	13	2	Day13,8:24	Day13,8:34	Day13,9:29	4	1	7	BC(7);
o1169	13	2	Day13,8:34	Day13,8:59	Day13,9:44	5	2	10	AI(6);AL(4);
o1170	13	1	Day13,8:27	Day13,9:7	Day13,9:54	6	3	17	BB(6);AU(6);BA(5);
o1171	13	2	Day13,8:59	Day13,9:9	Day13,10:4	1	1	3	AO(3);
o1172	13	1	Day13,9:7	Day13,9:17	Day13,10:14	7	1	3	AE(3);
o1173	13	2	Day13,9:9	Day13,9:19	Day13,10:24	3	1	2	AM(2);
o1174	13	1	Day13,9:19	Day13,9:29	Day13,10:34	2	1	2	AG(2);
o1175	13	2	Day13,9:29	Day13,9:54	Day13,10:44	4	2	6	AC(5);AG(1);
o1176	13	1	Day13,9:44	Day13,10:9	Day13,10:54	5	2	6	AH(4);AK(2);
o1177	13	2	Day13,9:54	Day13,10:19	Day13,11:4	6	2	6	AP(3);BF(3);
o1178	13	2	Day13,10:25	Day13,10:35	Day13,11:20	3	1	38	AW(38);
o1179	13	2	Day13,10:35	Day13,10:45	Day13,11:30	2	1	32	AH(32);
o1180	13	2	Day13,10:45	Day13,10:55	Day13,11:40	4	1	25	AV(25);
o1181	13	1	Day13,10:9	Day13,11:19	Day13,12:4	1	5	10	AD(3);AF(2);AS(2);AB(2);BB(1);
o1182	13	2	Day13,10:55	Day13,11:20	Day13,12:14	5	2	34	AF(20);AY(14);
o1183	13	1	Day13,11:19	Day13,11:44	Day13,12:29	6	2	30	AX(18);AC(12);
o1184	13	2	Day13,11:20	Day13,11:45	Day13,12:39	3	2	35	AN(18);AP(17);
o1185	13	2	Day13,11:45	Day13,11:55	Day13,12:49	4	1	15	AR(15);
o1186	13	1	Day13,11:44	Day13,12:9	Day13,12:59	2	2	29	AK(17);AE(12);
o1187	13	1	Day13,12:9	Day13,12:34	Day13,13:19	1	2	19	BF(10);BE(9);
o1188	13	2	Day13,11:55	Day13,12:35	Day13,13:29	7	3	31	BG(15);AJ(9);AA(7);
o1189	13	2	Day13,12:35	Day13,12:45	Day13,13:39	6	1	9	AM(9);
o1190	13	2	Day13,12:45	Day13,13:10	Day13,13:55	3	2	12	AS(7);AU(5);
o1191	13	1	Day13,12:34	Day13,13:14	Day13,14:5	5	3	25	AD(9);AB(9);BB(7);
o1192	13	1	Day13,13:14	Day13,13:24	Day13,14:15	4	1	7	AT(7);
o1193	13	2	Day13,13:10	Day13,13:35	Day13,14:25	2	2	12	AL(7);AI(5);
o1194	13	2	Day13,13:35	Day13,13:45	Day13,14:35	7	1	4	BC(4);
o1195	13	1	Day13,13:24	Day13,13:49	Day13,14:45	1	2	7	AQ(5);BD(2);
o1196	13	2	Day13,13:45	Day13,13:55	Day13,14:55	6	1	4	AZ(4);
o1197	13	1	Day13,13:55	Day13,14:5	Day13,15:5	3	1	3	AG(3);
o1198	13	2	Day13,14:5	Day13,14:15	Day13,15:15	5	1	1	AO(1);
o1199	13	2	Day13,15:6	Day13,15:46	Day13,16:31	2	3	18	AH(8);AE(7);AK(3);
o1200	13	1	Day13,15:6	Day13,16:16	Day13,17:1	4	5	22	AP(8);BE(8);AN(3);AJ(2);BC(1);
o1201	13	2	Day13,16:1	Day13,16:26	Day13,17:11	1	2	25	AW(14);AF(11);
o1202	13	2	Day13,16:26	Day13,17:6	Day13,17:51	5	3	20	AX(9);AC(7);AG(4);
o1203	13	1	Day13,16:16	Day13,17:11	Day13,18:1	3	4	29	BG(10);AP(8);AN(6);AJ(5);
o1204	13	1	Day13,17:11	Day13,17:36	Day13,18:21	4	2	11	AR(8);AY(3);
o1205	13	2	Day13,17:6	Day13,17:46	Day13,18:31	2	3	19	AH(8);AK(7);AE(4);
o1206	13	1	Day13,17:36	Day13,18:31	Day13,19:16	1	4	25	BB(8);AD(7);AB(7);AS(3);
o1207	13	2	Day13,18:6	Day13,18:31	Day13,19:26	5	2	39	AH(23);AK(16);
o1208	13	1	Day13,18:31	Day13,18:56	Day13,19:41	3	2	27	AV(20);AZ(7);
o1209	13	2	Day13,18:31	Day13,19:11	Day13,19:56	4	3	34	AW(14);AR(10);AY(10);
o1210	13	1	Day13,18:56	Day13,19:36	Day13,20:21	2	3	26	AP(11);BF(8);BE(7);
o1211	13	2	Day13,19:11	Day13,19:51	Day13,20:36	6	3	16	AX(11);AC(3);AG(2);
o1212	13	2	Day13,19:51	Day13,20:1	Day13,20:46	3	1	10	AM(10);
o1213	13	1	Day13,19:36	Day13,20:16	Day13,21:1	1	3	29	AD(10);AU(10);BB(9);
o1214	13	1	Day13,20:25	Day13,20:50	Day13,21:35	2	2	40	AJ(24);AN(16);
o1215	13	2	Day13,20:1	Day13,20:56	Day13,21:45	4	4	16	AF(8);AB(4);BA(2);AS(2);
o1216	13	1	Day13,20:50	Day13,21:15	Day13,22:0	3	2	28	BG(15);AP(13);
o1217	13	2	Day13,20:56	Day13,21:21	Day13,22:10	5	2	27	AH(14);AK(13);
o1218	13	1	Day13,21:15	Day13,21:40	Day13,22:25	1	2	25	AY(13);AW(12);
o1219	13	2	Day13,21:21	Day13,21:46	Day13,22:35	6	2	22	AQ(13);BD(9);
o1220	13	2	Day13,21:46	Day13,21:56	Day13,22:45	4	1	12	AE(12);
o1221	14	1	Day13,21:40	Day13,22:20	Day13,23:5	2	3	29	BC(13);AA(11);BE(5);
o1222	14	2	Day13,21:56	Day13,22:21	Day13,23:15	7	2	14	AV(11);AZ(3);
o1223	14	1	Day13,22:20	Day13,22:30	Day13,23:25	3	1	11	AR(11);
o1224	14	1	Day13,22:30	Day13,22:40	Day13,23:35	1	1	30	AH(30);
o1225	14	2	Day13,22:21	Day13,23:1	Day13,23:46	5	3	28	AD(11);BB(9);AF(8);
o1226	14	1	Day13,22:40	Day13,23:5	Day13,23:56	6	2	32	AX(19);AC(13);
o1227	14	2	Day13,23:1	Day13,23:26	Day14,0:11	4	2	26	BF(18);AP(8);
o1228	14	1	Day13,23:5	Day13,23:30	Day14,0:21	2	2	27	AK(14);AT(13);
o1229	14	2	Day13,23:26	Day14,0:6	Day14,0:51	3	3	26	AY(10);AW(10);AR(6);
o1230	14	1	Day13,23:30	Day14,0:25	Day14,1:10	7	4	26	AN(10);BE(6);AA(5);AJ(5);
o1231	14	2	Day14,0:17	Day14,0:42	Day14,1:27	1	2	30	BG(18);AP(12);
o1232	14	1	Day14,0:25	Day14,0:50	Day14,1:37	2	2	33	AB(18);AW(15);
o1233	14	2	Day14,0:42	Day14,1:7	Day14,1:52	4	2	22	AV(17);AZ(5);
o1234	14	1	Day14,0:50	Day14,1:15	Day14,2:2	5	2	27	AH(14);AK(13);
o1235	14	1	Day14,1:15	Day14,1:25	Day14,2:12	6	1	13	AM(13);
o1236	14	2	Day14,1:7	Day14,1:32	Day14,2:22	3	2	27	AD(14);AS(13);
o1237	14	1	Day14,1:25	Day14,1:50	Day14,2:35	7	2	22	AY(12);AF(10);
o1238	14	2	Day14,1:32	Day14,1:57	Day14,2:45	1	2	22	AI(12);AL(10);
o1239	14	1	Day14,1:50	Day14,2:30	Day14,3:15	2	3	26	AX(11);AG(11);AC(4);
o1240	14	2	Day14,1:57	Day14,2:37	Day14,3:25	4	3	20	AU(11);BB(6);BA(3);
o1241	14	2	Day14,2:41	Day14,3:6	Day14,3:51	5	2	22	AV(21);AZ(1);
o1242	14	1	Day14,2:30	Day14,3:25	Day14,4:10	3	4	26	AJ(10);BE(8);AA(4);AN(4);
o1243	14	2	Day14,3:6	Day14,3:31	Day14,4:20	1	2	33	AH(20);AE(13);
o1244	14	1	Day14,3:25	Day14,3:50	Day14,4:35	2	2	33	AW(19);AR(14);
o1245	14	2	Day14,3:31	Day14,3:56	Day14,4:45	4	2	25	AN(14);AJ(11);
o1246	14	2	Day14,3:56	Day14,4:6	Day14,4:55	5	1	11	AO(11);
o1247	14	1	Day14,3:50	Day14,4:30	Day14,5:15	6	3	32	AD(12);AF(12);AB(8);
o1248	14	2	Day14,4:6	Day14,4:31	Day14,5:25	7	2	20	AQ(11);BD(9);
o1249	14	1	Day14,4:30	Day14,4:55	Day14,5:40	1	2	15	AK(8);AT(7);
o1250	14	2	Day14,4:31	Day14,5:26	Day14,6:11	3	4	21	BB(8);AU(7);BA(3);AS(3);
o1251	14	1	Day14,4:55	Day14,5:35	Day14,6:21	2	3	17	AX(8);AC(6);AG(3);
o1252	14	1	Day14,5:35	Day14,6:0	Day14,6:45	5	2	13	BG(8);AA(5);
o1253	14	2	Day14,5:26	Day14,6:6	Day14,6:55	4	3	16	BF(8);AP(4);BE(4);
o1254	14	1	Day14,6:0	Day14,6:10	Day14,7:5	1	1	5	AM(5);
o1255	14	2	Day14,6:6	Day14,6:16	Day14,7:15	6	1	4	BC(4);
o1256	14	2	Day14,6:16	Day14,6:26	Day14,7:25	3	1	2	AY(2);
o1257	14	1	Day14,6:10	Day14,6:35	Day14,7:35	7	2	4	AL(3);AI(1);
o1258	14	2	Day14,6:26	Day14,7:21	Day14,8:6	2	4	9	AP(4);BG(2);AA(2);AN(1);
o1259	14	1	Day14,6:45	Day14,7:25	Day14,8:16	5	3	5	AK(3);AE(1);AH(1);
o1260	14	2	Day14,7:21	Day14,7:46	Day14,8:31	1	2	5	AW(3);AY(2);
o1261	14	1	Day14,7:25	Day14,7:50	Day14,8:41	4	2	3	AX(2);AC(1);
o1262	14	1	Day14,7:50	Day14,8:0	Day14,8:51	6	1	1	BC(1);
o1263	14	2	Day14,7:46	Day14,8:11	Day14,9:1	3	2	2	BD(1);AQ(1);
o1264	14	2	Day14,8:11	Day14,8:36	Day14,9:21	2	2	8	AW(5);AB(3);
o1265	14	2	Day14,8:36	Day14,8:46	Day14,9:31	1	1	3	AV(3);
o1266	14	1	Day14,8:0	Day14,9:10	Day14,9:55	7	5	5	AD(1);AB(1);BB(1);AS(1);BA(1);
o1267	14	2	Day14,8:46	Day14,9:11	Day14,10:5	4	2	4	BF(2);AP(2);
o1268	14	1	Day14,9:10	Day14,9:35	Day14,10:20	3	2	3	AI(2);AL(1);
o1269	14	2	Day14,9:11	Day14,9:36	Day14,10:30	5	2	3	AX(2);AC(1);
o1270	14	1	Day14,9:35	Day14,10:0	Day14,10:45	1	2	2	AD(1);BB(1);
o1271	14	2	Day14,9:36	Day14,10:1	Day14,10:55	2	2	2	AR(1);AY(1);
o1272	14	1	Day14,10:0	Day14,10:10	Day14,11:5	6	1	1	AO(1);
o1273	14	2	Day14,10:1	Day14,10:11	Day14,11:15	7	1	1	AQ(1);
o1274	14	1	Day14,10:10	Day14,10:20	Day14,11:25	4	1	1	AM(1);
o1275	14	2	Day14,10:20	Day14,10:30	Day14,11:35	3	1	1	BG(1);
o1276	14	1	Day14,10:30	Day14,10:40	Day14,11:45	5	1	1	AT(1);
o1277	14	2	Day14,10:45	Day14,11:25	Day14,12:10	1	3	11	AH(8);AK(2);AT(1);
o1278	14	1	Day14,10:55	Day14,11:35	Day14,12:20	2	3	16	AR(8);AW(5);AY(3);
o1279	14	2	Day14,11:25	Day14,12:50	Day14,13:35	6	6	23	AD(7);AB(6);AF(4);BA(2);AS(2);BB(2);
o1280	14	2	Day14,12:50	Day14,13:15	Day14,14:0	1	2	16	AV(14);AZ(2);
o1281	14	1	Day14,12:49	Day14,13:29	Day14,14:14	3	3	22	AW(14);AR(4);AY(4);
o1282	14	2	Day14,13:15	Day14,13:55	Day14,14:40	2	3	34	BG(13);AN(11);AP(10);
o1283	14	1	Day14,13:29	Day14,14:9	Day14,14:54	4	3	13	AX(11);AC(1);AG(1);
o1284	14	2	Day14,13:55	Day14,14:35	Day14,15:20	5	3	18	AH(9);AK(6);AE(3);
o1285	14	2	Day14,14:35	Day14,14:45	Day14,15:30	3	1	5	AM(5);
o1286	14	1	Day14,14:9	Day14,15:4	Day14,15:49	1	4	19	BE(6);BC(6);AJ(6);AA(1);
o1287	14	1	Day14,15:13	Day14,15:23	Day14,16:8	4	1	25	AH(25);
o1288	14	1	Day14,15:23	Day14,15:48	Day14,16:33	5	2	25	AP(16);AN(9);
o1289	14	2	Day14,14:45	Day14,16:10	Day14,16:55	2	6	11	AD(4);AU(2);BB(2);AF(1);AS(1);AB(1);
o1290	14	1	Day14,15:48	Day14,16:13	Day14,17:5	3	2	29	AW(15);AR(14);
o1291	14	1	Day14,16:13	Day14,16:23	Day14,17:15	4	1	12	AM(12);
o1292	14	1	Day14,16:23	Day14,16:48	Day14,17:33	6	2	15	AX(11);AC(4);
o1293	14	2	Day14,16:10	Day14,16:50	Day14,17:43	1	3	30	AF(12);AD(9);AB(9);
o1294	14	1	Day14,16:48	Day14,16:58	Day14,17:53	5	1	11	AV(11);
o1295	14	2	Day14,16:50	Day14,17:15	Day14,18:3	7	2	18	AK(10);AE(8);
o1296	14	1	Day14,16:58	Day14,17:23	Day14,18:13	2	2	11	AQ(10);BD(1);
o1297	14	1	Day14,17:23	Day14,17:48	Day14,18:33	4	2	13	BF(8);BE(5);
o1298	14	2	Day14,17:15	Day14,17:55	Day14,18:43	3	3	17	AJ(8);BG(7);AA(2);
o1299	14	1	Day14,17:48	Day14,17:58	Day14,18:53	1	1	8	AY(8);
o1300	14	1	Day14,17:58	Day14,18:8	Day14,19:3	6	1	4	AT(4);
o1301	14	1	Day14,18:8	Day14,18:18	Day14,19:13	7	1	4	BC(4);
o1302	14	1	Day14,18:18	Day14,18:28	Day14,19:23	2	1	3	AO(3);
o1303	14	2	Day14,17:55	Day14,18:50	Day14,19:35	5	4	13	BB(5);AS(4);AU(3);BA(1);
o1304	14	1	Day14,18:33	Day14,18:58	Day14,19:45	4	2	4	AL(2);AI(2);
o1305	14	2	Day14,18:50	Day14,19:30	Day14,20:15	3	3	9	AW(5);AB(2);AF(2);
o1306	14	1	Day14,18:58	Day14,19:38	Day14,20:25	1	3	6	AH(4);AE(1);AK(1);
o1307	14	1	Day14,19:38	Day14,19:48	Day14,20:35	5	1	35	AK(35);
o1308	14	1	Day14,19:48	Day14,19:58	Day14,20:45	4	1	35	AW(35);
o1309	14	1	Day14,19:58	Day14,20:8	Day14,20:55	6	1	28	AP(28);
o1310	14	2	Day14,19:30	Day14,20:10	Day14,21:5	2	3	8	AP(3);BC(3);AA(2);
o1311	14	1	Day14,20:8	Day14,20:18	Day14,21:15	7	1	25	AH(25);
o1312	14	2	Day14,20:15	Day14,20:40	Day14,21:25	3	2	41	AX(22);AC(19);
o1313	14	1	Day14,20:25	Day14,20:50	Day14,21:35	1	2	20	AV(18);AZ(2);
o1314	14	2	Day14,20:40	Day14,21:5	Day14,21:50	5	2	34	AN(17);BE(17);
o1315	14	1	Day14,20:50	Day14,21:15	Day14,22:0	4	2	30	AJ(16);BG(14);
o1316	14	2	Day14,21:5	Day14,21:30	Day14,22:15	6	2	29	AF(15);AD(14);
o1317	14	1	Day14,21:15	Day14,21:40	Day14,22:25	2	2	22	AR(12);AY(10);
o1318	14	2	Day14,21:30	Day14,21:40	Day14,22:35	3	1	12	AM(12);
o1319	14	1	Day14,21:40	Day14,22:5	Day14,22:50	1	2	20	BC(10);AA(10);
o1320	15	1	Day14,22:6	Day14,22:31	Day14,23:16	4	2	32	AW(20);AR(12);
o1321	15	2	Day14,21:40	Day14,22:35	Day14,23:26	7	4	29	BB(9);AU(9);AS(6);AB(5);
o1322	15	1	Day14,22:31	Day14,22:56	Day14,23:41	2	2	33	AH(19);AE(14);
o1323	15	2	Day14,22:35	Day14,23:0	Day14,23:51	3	2	27	AQ(19);BD(8);
o1324	15	1	Day14,22:56	Day14,23:21	Day15,0:6	1	2	26	AX(17);AC(9);
o1325	15	2	Day14,23:0	Day14,23:25	Day15,0:16	5	2	17	AV(15);AZ(2);
o1326	15	1	Day14,23:21	Day14,23:46	Day15,0:31	4	2	26	AP(13);BG(13);
o1327	15	2	Day14,23:25	Day14,23:50	Day15,0:41	6	2	20	AK(13);AT(7);
o1328	15	1	Day14,23:46	Day15,0:26	Day15,1:11	2	3	33	BB(12);AF(12);AB(9);
o1329	15	2	Day14,23:50	Day15,0:30	Day15,1:21	7	3	27	AN(12);AJ(9);BE(6);
o1330	15	1	Day15,0:26	Day15,0:36	Day15,1:31	1	1	11	BF(11);
o1331	15	2	Day15,0:30	Day15,0:40	Day15,1:41	3	1	10	AY(10);
o1332	15	2	Day15,0:40	Day15,1:5	Day15,1:51	5	2	17	AI(9);AL(8);
o1333	15	2	Day15,1:5	Day15,1:15	Day15,2:1	6	1	7	AM(7);
o1334	15	1	Day15,0:36	Day15,1:16	Day15,2:11	4	3	22	AD(9);AS(8);AU(5);
o1335	15	2	Day15,1:15	Day15,1:25	Day15,2:21	2	1	7	AG(7);
o1336	15	2	Day15,1:31	Day15,1:41	Day15,2:31	1	1	4	AO(4);
o1337	15	1	Day15,1:21	Day15,1:46	Day15,2:41	7	2	8	BC(5);AA(3);
o1338	15	2	Day15,1:41	Day15,2:21	Day15,3:6	3	3	10	AW(7);AB(2);AF(1);
o1339	15	1	Day15,1:51	Day15,2:31	Day15,3:16	5	3	8	AK(5);AT(2);AH(1);
o1340	15	1	Day15,2:31	Day15,2:41	Day15,3:26	2	1	4	AV(4);
o1341	15	2	Day15,2:21	Day15,3:1	Day15,3:46	4	3	7	AU(5);AD(1);BA(1);
o1342	15	2	Day15,3:1	Day15,3:26	Day15,4:11	6	2	4	AC(3);AX(1);
o1343	15	2	Day15,3:26	Day15,3:36	Day15,4:21	2	1	2	BF(2);
o1344	15	2	Day15,3:36	Day15,3:46	Day15,4:31	3	1	1	AM(1);
o1345	15	1	Day15,2:41	Day15,3:51	Day15,4:41	1	5	10	AP(4);AJ(2);BE(2);AN(1);AA(1);
o1346	15	2	Day15,3:46	Day15,3:56	Day15,4:51	4	1	1	AR(1);
o1347	15	2	Day15,3:56	Day15,4:6	Day15,5:1	7	1	36	AH(36);
o1348	15	1	Day15,3:51	Day15,4:16	Day15,5:11	5	2	2	AI(1);AL(1);
o1349	15	2	Day15,4:11	Day15,4:21	Day15,5:21	6	1	29	AW(29);
o1350	15	1	Day15,4:21	Day15,4:31	Day15,5:31	2	1	27	AF(27);
o1351	15	2	Day15,4:31	Day15,4:41	Day15,5:41	3	1	27	AV(27);
o1352	15	1	Day15,4:41	Day15,4:51	Day15,5:51	1	1	26	AK(26);
o1353	15	2	Day15,4:51	Day15,5:1	Day15,6:1	4	1	26	AX(26);
o1354	15	1	Day15,5:1	Day15,5:26	Day15,6:11	7	2	46	AP(23);AN(23);
o1355	15	2	Day15,5:11	Day15,5:36	Day15,6:21	5	2	32	BB(18);AB(14);
o1356	15	1	Day15,5:26	Day15,5:51	Day15,6:36	6	2	34	AR(17);AY(17);
o1357	15	2	Day15,5:36	Day15,6:1	Day15,6:46	2	2	26	BG(16);AA(10);
o1358	15	2	Day15,6:1	Day15,6:26	Day15,7:11	1	2	21	BF(13);BE(8);
o1359	15	1	Day15,5:51	Day15,6:31	Day15,7:21	3	3	30	AU(13);AS(9);AD(8);
o1360	15	1	Day15,6:31	Day15,6:41	Day15,7:31	5	1	11	AE(11);
o1361	15	2	Day15,6:26	Day15,6:51	Day15,7:41	4	2	15	AC(12);AG(3);
o1362	15	1	Day15,6:41	Day15,6:51	Day15,7:51	6	1	10	AM(10);
o1363	15	1	Day15,6:51	Day15,7:16	Day15,8:1	2	2	18	AJ(10);BC(8);
o1364	15	2	Day15,6:51	Day15,7:16	Day15,8:11	7	2	9	AQ(7);BD(2);
o1365	15	1	Day15,7:16	Day15,7:26	Day15,8:21	1	1	7	AT(7);
o1366	15	1	Day15,7:31	Day15,7:41	Day15,8:31	5	1	5	BA(5);
o1367	15	2	Day15,7:21	Day15,7:46	Day15,8:41	3	2	10	AL(7);AI(3);
o1368	15	1	Day15,7:41	Day15,7:51	Day15,8:51	4	1	3	AZ(3);
o1369	15	2	Day15,7:51	Day15,8:1	Day15,9:1	6	1	3	AO(3);
o1370	15	1	Day15,8:1	Day15,8:41	Day15,9:26	2	3	17	AR(7);AW(6);AY(4);
o1371	15	2	Day15,8:11	Day15,8:51	Day15,9:36	7	3	13	AP(7);BF(3);BE(3);
o1372	15	1	Day15,8:41	Day15,9:6	Day15,9:51	1	2	6	AV(5);AZ(1);
o1373	15	2	Day15,8:51	Day15,9:46	Day15,10:31	3	4	13	AD(4);AF(4);BB(3);AB(2);
o1374	15	1	Day15,9:6	Day15,9:46	Day15,10:41	4	3	7	AH(3);AK(2);AE(2);
o1375	15	1	Day15,9:46	Day15,10:11	Day15,10:56	2	2	5	BC(3);AN(2);
o1376	15	1	Day15,10:11	Day15,10:21	Day15,11:6	1	1	2	BG(2);
o1377	15	2	Day15,9:46	Day15,10:26	Day15,11:16	5	3	6	AC(3);AX(2);AG(1);
o1378	15	1	Day15,10:21	Day15,10:31	Day15,11:26	6	1	1	AT(1);
o1379	15	2	Day15,10:26	Day15,10:51	Day15,11:36	7	2	10	AV(8);AZ(2);
o1380	15	1	Day15,10:31	Day15,11:11	Day15,11:56	3	3	18	AF(8);AW(7);AY(3);
o1381	15	1	Day15,11:11	Day15,11:51	Day15,12:36	1	3	11	AH(6);AE(3);AK(2);
o1382	15	2	Day15,10:51	Day15,12:1	Day15,12:46	4	5	17	AP(8);AN(4);BG(3);AJ(1);AA(1);
o1383	15	2	Day15,12:1	Day15,12:11	Day15,12:56	3	1	35	AH(35);
o1384	15	2	Day15,12:11	Day15,12:21	Day15,13:6	5	1	34	AW(34);
o1385	15	2	Day15,12:21	Day15,12:31	Day15,13:16	6	1	27	AX(27);
o1386	15	2	Day15,12:31	Day15,12:41	Day15,13:26	7	1	25	AK(25);
o1387	15	1	Day15,11:51	Day15,12:46	Day15,13:36	2	4	9	AD(5);AB(2);BB(1);AU(1);
o1388	15	2	Day15,12:41	Day15,13:6	Day15,13:51	1	2	36	AP(21);BG(15);
o1389	15	1	Day15,12:46	Day15,13:11	Day15,14:1	4	2	20	AV(18);AZ(2);
o1390	15	2	Day15,13:6	Day15,13:31	Day15,14:16	3	2	31	AD(17);BB(14);
o1391	15	1	Day15,13:11	Day15,13:36	Day15,14:26	5	2	25	AR(16);AY(9);
o1392	15	1	Day15,13:36	Day15,13:46	Day15,14:36	7	1	13	AE(13);
o1393	15	2	Day15,13:31	Day15,13:56	Day15,14:46	6	2	29	AN(15);AJ(14);
o1394	15	2	Day15,13:56	Day15,14:6	Day15,14:56	1	1	12	AM(12);
o1395	15	1	Day15,13:46	Day15,14:26	Day15,15:11	2	3	29	AF(12);AU(10);AB(7);
o1396	15	2	Day15,14:6	Day15,14:31	Day15,15:21	4	2	16	BF(9);BE(7);
o1397	15	1	Day15,14:26	Day15,14:51	Day15,15:36	3	2	12	AC(8);AG(4);
o1398	15	2	Day15,14:31	Day15,14:56	Day15,15:46	5	2	16	BD(8);AQ(8);
o1399	15	2	Day15,14:56	Day15,15:6	Day15,15:56	1	1	6	AT(6);
o1400	15	1	Day15,14:51	Day15,15:16	Day15,16:6	6	2	9	AS(7);BA(2);
o1401	15	2	Day15,15:6	Day15,15:31	Day15,16:16	7	2	11	AL(6);AI(5);
o1402	15	1	Day15,15:16	Day15,15:41	Day15,16:26	2	2	7	AA(4);BC(3);
o1403	15	2	Day15,15:31	Day15,15:41	Day15,16:36	4	1	2	AO(2);
o1404	15	1	Day15,15:41	Day15,16:6	Day15,16:51	3	2	9	AK(5);AH(4);
o1405	15	2	Day15,15:46	Day15,16:56	Day15,17:41	5	5	9	BG(3);AP(2);AN(2);AA(1);AJ(1);
o1406	15	1	Day15,16:43	Day15,17:23	Day15,18:8	1	3	21	AH(11);AK(8);AE(2);
o1407	15	2	Day15,16:56	Day15,17:36	Day15,18:21	2	3	25	AW(11);AF(7);AY(7);
o1408	15	1	Day15,17:23	Day15,18:33	Day15,19:18	3	5	24	AD(7);BB(5);AB(5);AS(4);AU(3);
o1409	15	2	Day15,18:29	Day15,18:54	Day15,19:39	4	2	28	AV(22);AZ(6);
o1410	15	1	Day15,18:33	Day15,18:58	Day15,19:49	1	2	26	AH(17);AK(9);
o1411	15	2	Day15,18:54	Day15,19:19	Day15,20:4	2	2	25	AW(16);AB(9);
o1412	15	1	Day15,18:58	Day15,19:23	Day15,20:14	5	2	27	AP(15);AN(12);
o1413	15	2	Day15,19:19	Day15,19:59	Day15,20:44	3	3	27	AX(15);AC(8);AG(4);
o1414	15	1	Day15,19:38	Day15,20:3	Day15,20:54	6	2	31	BC(16);AJ(15);
o1415	15	2	Day15,20:34	Day15,20:59	Day15,21:44	1	2	35	AP(20);BG(15);
o1416	15	1	Day15,20:34	Day15,20:59	Day15,21:54	2	2	35	AY(19);AR(16);
o1417	15	1	Day15,21:29	Day15,21:39	Day15,22:24	3	1	27	AH(27);
o1418	15	2	Day15,21:29	Day15,21:54	Day15,22:39	4	2	23	AV(22);AZ(1);
o1419	16	1	Day15,22:25	Day15,22:35	Day15,23:20	1	1	25	AF(25);
o1420	16	2	Day15,22:25	Day15,22:50	Day15,23:35	2	2	38	AW(24);AB(14);
o1421	16	1	Day15,23:20	Day15,23:30	Day16,0:15	3	1	28	AX(28);
o1422	16	2	Day15,23:20	Day15,23:45	Day16,0:30	1	2	46	BB(23);AD(23);
o1423	16	1	Day16,0:11	Day16,0:21	Day16,1:6	2	1	27	AK(27);
o1424	16	2	Day16,0:11	Day16,0:21	Day16,1:16	4	1	26	AH(26);
o1425	16	1	Day16,0:57	Day16,1:7	Day16,1:52	1	1	26	AN(26);
o1426	16	2	Day16,0:57	Day16,1:7	Day16,2:2	3	1	26	AJ(26);
o1427	16	1	Day16,1:44	Day16,1:54	Day16,2:39	2	1	28	AW(28);
o1428	16	2	Day16,1:44	Day16,1:54	Day16,2:49	4	1	27	AA(27);
o1429	16	1	Day16,2:30	Day16,2:40	Day16,3:25	1	1	32	AP(32);
o1430	16	2	Day16,2:30	Day16,2:40	Day16,3:35	3	1	30	AY(30);
o1431	16	1	Day16,3:12	Day16,3:22	Day16,4:7	2	1	32	BF(32);
o1432	16	2	Day16,3:12	Day16,3:22	Day16,4:17	4	1	31	AC(31);
o1433	16	1	Day16,3:22	Day16,3:32	Day16,4:27	5	1	30	BE(30);
o1434	16	2	Day16,3:22	Day16,3:32	Day16,4:37	6	1	30	AR(30);
