Inbound Train No	Day No	Arriving time at receiving area	Receiving track No	Number of blocks    	Number of cars	Destination of blocks (number of cars)	Starting time of humping job	Ending time of humping job
i340	13	Day13,15:34	R1	30	100	AH(9);AT(2);AQ(5);AY(4);AO(1);AJ(3);AR(4);BG(4);BD(2);BB(6);AP(6);AZ(1);AF(3);AE(2);BC(3);AW(6);BE(1);AU(5);AN(3);AD(2);AI(2);AX(6);AK(7);AB(2);BF(2);AS(2);AC(1);AV(2);AA(2);AM(2);	Day13,17:53	Day13,18:38
i344	13	Day13,17:39	R2	28	80	AJ(9);AQ(1);BG(4);BD(2);AC(3);BE(2);AN(4);AF(5);AV(4);AE(2);AX(3);AG(2);BF(4);AH(5);AD(4);AB(2);AW(1);AP(3);BB(1);AY(2);AK(5);AO(1);AS(1);AA(2);AM(3);BC(2);AZ(1);AR(2);	Day13,18:48	Day13,19:25
i342	13	Day13,17:1	R5	24	50	AW(3);AU(1);AV(7);AR(2);AQ(2);BG(3);AT(1);AH(4);BF(1);AJ(4);BE(1);AM(2);AF(2);AD(6);AG(2);AA(1);AE(1);AC(1);AN(1);AP(1);AO(1);AB(1);AX(1);BB(1);	Day13,19:35	Day13,19:58
i343	13	Day13,17:32	R3	20	40	AT(1);AH(6);AP(2);AF(4);AO(3);AV(3);BE(2);AD(3);AE(1);AN(1);AW(2);BF(2);BB(2);AX(1);BD(1);AL(1);AY(1);AR(2);AC(1);AG(1);	Day13,20:8	Day13,20:26
i341	13	Day13,15:34	R4	23	40	AA(2);AY(1);AF(1);AB(2);AN(2);AU(2);AJ(3);AW(3);AV(3);BE(1);BA(2);BD(1);AR(3);BC(1);BG(2);AI(1);BB(3);AS(1);AT(1);AK(1);AE(2);AH(1);AD(1);	Day13,20:36	Day13,20:54
i346	13	Day13,20:9	R1	18	30	BF(2);AD(1);AR(1);AO(1);AB(3);AW(5);AV(3);AQ(1);AI(2);AL(1);AM(1);AX(2);AY(1);BG(1);AP(2);AC(1);AT(1);BB(1);	Day13,21:4	Day13,21:18
i345	13	Day13,17:44	R6	19	30	AK(3);AY(2);BD(1);AW(3);AX(2);AP(4);BC(1);AQ(1);BG(2);AA(2);AD(1);AB(1);AE(1);BB(1);AS(1);AC(1);BA(1);AN(1);AH(1);	Day13,21:28	Day13,21:41
i347	13	Day13,20:55	R2	25	70	AH(16);AK(7);AA(3);AW(5);AJ(5);AS(3);BG(2);AF(1);AY(3);BB(1);BD(1);BE(3);AD(1);BC(1);AX(5);AE(1);BF(2);AU(1);AV(2);AT(1);AG(1);AR(1);AN(1);AC(2);AP(1);	Day13,21:51	Day13,22:23
i348	13	Day13,21:38	R1	27	90	AW(7);AX(6);AY(5);BE(2);AP(5);AV(6);AM(2);BG(5);AO(1);AJ(3);AE(1);AH(10);AB(4);AZ(2);AG(1);AK(4);AR(5);AU(3);AA(2);BB(3);AN(4);AC(2);BD(1);AS(1);AD(3);BF(1);AF(1);	Day13,22:33	Day13,23:14
i349	13	Day13,21:57	R3	30	120	AV(3);AQ(6);AJ(7);AB(5);AC(2);AP(7);BD(3);AO(2);BG(7);AE(2);AY(7);AX(5);BE(6);AS(2);AF(6);AW(8);AG(2);AZ(2);AM(2);AL(2);AU(3);AH(4);AK(9);AD(6);AT(3);AR(1);AA(2);AI(3);BF(2);BB(1);	Day13,23:24	Day14,0:18
i350	13	Day13,23:37	R2	26	100	AQ(3);AW(11);AH(9);AN(10);AK(7);AU(4);AJ(4);AC(4);AB(5);AD(2);AF(5);BA(1);AR(1);AE(1);AA(2);BB(2);AZ(1);AP(1);BF(2);AL(2);AS(2);AX(6);AM(3);AV(8);BG(3);AT(1);	Day14,0:28	Day14,1:14
i352	14	Day14,2:39	R2	26	90	AM(4);AC(1);AB(6);AH(8);AR(8);AD(7);BA(2);AG(1);BG(6);AV(6);AW(5);BE(4);AK(2);AY(3);BC(3);AS(2);AF(4);BB(2);AN(5);AO(1);AX(3);BF(2);AT(1);AA(1);AJ(1);AP(2);	Day14,3:24	Day14,4:5
i351	14	Day14,1:9	R1	17	30	AX(3);AD(3);AE(1);AR(2);AN(1);AH(3);BG(1);BE(1);AM(1);AW(2);BC(1);AZ(1);BF(1);AV(3);AK(3);AJ(1);AP(2);	Day14,4:15	Day14,4:28
i353	14	Day14,8:49	R2	20	30	AY(3);BE(2);AD(1);AT(2);AC(3);AX(1);AW(2);BG(1);AU(1);BA(1);AP(2);AN(2);AV(2);BC(1);AA(1);AH(1);AK(1);AJ(1);BF(1);BB(1);	Day14,9:34	Day14,9:48
i355	14	Day14,10:30	R1	22	50	AF(4);BC(2);AH(5);AP(5);AR(3);AC(2);BE(1);AJ(4);AK(1);AN(2);AB(2);AM(2);AX(3);AQ(2);AW(2);BG(2);BA(1);AO(1);AA(1);AS(1);AD(2);AY(2);	Day14,11:15	Day14,11:37
i357	14	Day14,11:47	R1	25	100	AP(5);AF(4);AW(9);AR(8);AK(7);AX(5);AE(5);AH(12);AJ(1);AN(4);AD(5);AV(6);AB(5);BB(3);AC(1);AM(6);AL(1);BC(2);AA(1);AY(1);AQ(2);BF(1);BE(3);AU(2);BG(1);	Day14,12:32	Day14,13:18
i356	14	Day14,11:28	R2	26	80	BG(6);AX(5);AW(12);AN(5);AF(1);AO(1);AD(1);AT(2);AP(6);AK(3);AU(2);AQ(3);AS(1);AJ(4);AR(2);AH(6);AV(5);AY(4);BC(2);BF(1);BE(1);AB(1);AZ(1);AE(2);BD(1);BB(2);	Day14,13:28	Day14,14:4
i354	14	Day14,9:31	R3	20	40	AS(2);AH(7);AB(2);AV(2);AJ(2);AU(1);AP(3);AE(2);AD(1);AT(2);AM(2);AW(2);AN(1);AF(2);BG(2);AY(1);AQ(3);AL(1);AC(1);BF(1);	Day14,14:14	Day14,14:32
i358	14	Day14,11:51	R4	20	40	AE(1);AW(5);AD(2);AA(2);BG(2);AP(3);AH(4);BC(3);AK(1);AR(1);AB(2);AF(2);AX(2);AV(2);AG(1);AY(2);BF(1);AM(1);AO(1);AC(2);	Day14,14:42	Day14,15:0
i359	14	Day14,12:28	R5	20	40	AS(1);AY(4);AM(2);AR(3);AF(2);AV(3);BF(2);AH(1);AX(3);AP(3);AI(2);AD(1);AE(1);AJ(1);AW(2);BG(2);AK(2);BB(2);BE(1);AN(2);	Day14,15:10	Day14,15:29
i362	14	Day14,15:59	R3	28	120	AM(4);AP(8);AN(7);AC(4);AQ(2);BG(5);AV(7);AT(2);AJ(4);AH(8);AW(12);AK(9);AX(6);AF(5);BB(4);AS(2);AI(4);AO(1);AL(2);BC(3);BE(8);AD(2);AU(3);AE(1);AR(3);AA(2);AZ(1);AB(1);	Day14,16:44	Day14,17:38
i361	14	Day14,15:3	R2	28	100	BG(5);AN(4);AD(3);AE(2);AC(5);AH(4);AK(10);AW(6);BB(3);AP(7);AF(5);AX(4);AV(3);AB(2);BC(3);AU(4);AJ(6);AA(1);AR(5);BE(4);AQ(4);AY(3);AI(1);AS(1);AG(1);BD(1);AM(2);BF(1);	Day14,17:48	Day14,18:34
i364	14	Day14,16:29	R4	26	90	AP(10);AW(11);AY(4);BG(1);AX(6);AK(8);AR(3);AH(8);AJ(1);AL(3);AF(3);AM(2);AD(5);BF(3);BD(1);AI(1);AC(3);AQ(2);AE(1);BB(2);AU(2);AV(4);AA(1);BC(1);AN(3);AZ(1);	Day14,18:44	Day14,19:24
i360	14	Day14,14:57	R1	25	80	AN(3);BF(3);AH(5);AW(6);AP(3);BG(1);AL(1);AJ(5);AS(3);BE(5);BC(3);AV(2);AT(2);AE(3);BD(1);AK(8);AA(6);AC(5);AX(4);AB(2);AM(3);AI(1);AD(2);AF(2);AY(1);	Day14,19:34	Day14,20:11
i369	14	Day14,19:18	R2	28	90	AP(4);BG(4);AV(5);AY(4);AH(4);AC(4);AK(7);AR(4);AW(4);AX(6);AQ(6);AN(3);AF(7);BE(3);AA(1);BB(4);AU(3);AB(2);BC(1);AS(2);AM(2);BD(1);AD(3);AO(1);BF(2);AG(1);AE(1);AJ(1);	Day14,20:21	Day14,21:2
i367	14	Day14,18:53	R7	30	70	BG(3);AJ(5);AP(4);AH(3);AS(2);AK(2);AX(3);AY(3);AF(2);AM(1);AZ(1);BD(2);AL(2);AW(5);BB(3);AN(2);BE(1);AC(3);AR(4);AD(2);AB(3);AV(3);AE(2);AT(1);AO(1);AU(2);AA(1);AQ(2);AI(1);AG(1);	Day14,21:12	Day14,21:44
i365	14	Day14,17:9	R3	25	60	AP(4);AH(6);AV(2);BB(2);BG(2);AG(1);AB(1);AX(5);AJ(1);AR(2);AW(7);AI(1);AE(3);AF(2);AS(2);AM(2);AY(2);AN(5);AD(2);BC(2);AT(2);BF(1);BE(1);BD(1);AK(1);	Day14,21:54	Day14,22:21
i366	14	Day14,17:33	R5	26	60	AX(3);BG(4);AH(6);AN(2);BD(1);BB(3);AM(2);AV(5);AG(2);BC(2);AR(2);AY(1);AW(4);AC(2);AK(3);AZ(1);AA(1);AB(3);AQ(3);AD(2);AF(1);AP(1);AS(2);AJ(2);AE(1);BE(1);	Day14,22:31	Day14,22:58
i371	14	Day14,21:46	R1	27	70	AP(6);AF(2);BA(1);BG(2);AM(1);AQ(3);BE(2);AK(2);AH(5);AR(6);AU(3);AX(7);AW(6);AT(1);AY(1);BC(2);AE(2);AV(5);AC(2);BB(2);BD(1);AN(2);AL(1);AA(2);AS(1);AG(1);AD(1);	Day14,23:8	Day14,23:40
i373	14	Day14,22:18	R2	26	60	BG(3);AM(2);AF(5);BC(1);AK(7);AT(2);AH(6);BA(1);BB(4);AR(2);AE(2);AN(5);AC(1);AY(2);AU(1);AP(3);AV(2);AX(2);AA(1);AW(1);AJ(1);BE(2);AO(1);AI(1);AZ(1);AQ(1);	Day14,23:50	Day15,0:17
i370	14	Day14,21:43	R8	24	60	AE(2);AY(5);AL(1);AJ(3);AB(2);AR(3);AH(5);AP(3);AA(2);BF(3);AV(5);AN(3);BB(3);AU(1);AW(2);AZ(1);AK(2);BG(4);AX(1);AS(2);AF(3);AC(1);AG(1);AM(2);	Day15,0:27	Day15,0:54
i368	14	Day14,19:3	R4	23	50	AK(5);AM(1);AT(2);AR(1);AU(5);AC(3);AH(1);AI(1);AW(7);BG(1);AV(4);AJ(2);AL(1);AD(1);AB(2);AP(4);AN(1);BE(2);BF(2);AF(1);AA(1);BA(1);AX(1);	Day15,1:4	Day15,1:27
i372	14	Day14,21:46	R7	20	40	AQ(1);AU(2);AX(5);AN(2);AJ(2);AV(3);AM(2);AY(2);BF(1);AE(1);AC(3);AR(2);AW(2);AK(2);BB(3);AB(2);AP(1);AD(2);AL(1);AS(1);	Day15,1:37	Day15,1:55
i363	14	Day14,16:25	R6	16	30	AK(4);AT(1);AI(1);AW(5);AS(2);AU(2);AF(2);AE(1);AH(4);AX(1);AV(2);BB(1);AD(1);AN(1);AM(1);AP(1);	Day15,2:5	Day15,2:19
i374	15	Day15,1:30	R3	27	90	AK(6);AN(4);BB(2);AP(4);AV(5);AW(4);AO(1);AH(7);AU(2);AL(3);BF(7);AI(1);AB(4);AX(5);BA(1);AY(3);AF(9);BG(4);AR(3);AC(2);AE(2);BC(2);AA(2);AD(2);AS(2);AQ(1);AM(2);	Day15,2:29	Day15,3:10
i375	15	Day15,2:19	R1	30	70	AN(4);AH(8);AW(7);AB(6);AT(1);BB(2);AX(4);AL(1);AF(6);AD(1);AP(3);BE(2);AO(1);AV(3);AY(1);AJ(3);AA(2);AG(1);AK(2);AZ(1);BD(1);AR(1);AS(1);BF(1);BC(2);AQ(1);AU(1);BG(1);AE(1);BA(1);	Day15,3:20	Day15,3:52
i376	15	Day15,2:27	R2	22	70	AD(4);AR(7);BG(2);AW(6);AV(5);AP(7);BF(3);AK(2);AN(2);AH(3);BE(3);AF(4);AY(4);BC(3);AC(3);AT(1);AZ(1);BB(3);AB(2);AX(2);AG(1);AE(2);	Day15,4:2	Day15,4:34
i378	15	Day15,3:29	R1	28	90	AX(2);AV(8);AF(8);AP(8);AB(2);AZ(2);AC(4);AM(4);AH(6);AR(3);AE(3);AN(4);AD(5);BG(3);AY(3);BD(2);AT(3);AW(7);BB(1);BF(2);AG(1);AK(2);AU(1);AJ(1);AO(1);AQ(2);AA(1);BE(1);	Day15,4:44	Day15,5:24
i380	15	Day15,4:42	R2	31	120	AP(9);BF(4);AH(9);AK(8);AJ(5);AN(5);AX(8);AF(3);AB(2);AR(3);AY(5);BA(1);AD(4);BB(6);AS(3);AW(11);BE(3);BD(2);AQ(2);BG(5);AU(3);AT(2);AO(1);AE(3);AM(3);AI(2);BC(2);AV(3);AZ(1);AA(1);AL(1);	Day15,5:34	Day15,6:29
i379	15	Day15,3:55	R4	26	70	AH(7);BC(1);AW(8);AV(4);AF(2);BG(4);AE(8);AU(2);AK(3);BE(1);BB(4);AR(1);AQ(2);AX(4);AN(4);AJ(3);AD(1);AM(2);AP(2);AB(1);BA(1);AG(1);BD(1);AC(1);AY(1);AL(1);	Day15,6:39	Day15,7:11
i381	15	Day15,4:47	R1	25	50	AX(2);BB(1);AD(4);BG(2);AH(8);AU(2);AN(2);AZ(1);AT(1);AB(2);AK(2);AW(3);AP(1);AV(5);AR(3);AE(1);AL(1);AF(2);AA(1);AM(1);AS(1);AJ(1);AC(1);AY(1);BD(1);	Day15,7:21	Day15,7:44
i377	15	Day15,3:18	R3	20	50	AX(5);AP(3);AW(7);AR(4);AV(3);AJ(1);BF(2);AF(1);BB(2);AS(2);AL(2);AK(7);AQ(1);AH(3);AU(2);AN(1);AC(1);AG(1);AE(1);AI(1);	Day15,7:54	Day15,8:16
i382	15	Day15,9:18	R5	21	40	AK(5);BG(3);AP(2);AW(2);BB(2);AU(1);AH(4);AV(1);AF(1);AY(3);BE(1);AD(2);AC(2);AX(1);AA(1);AJ(1);AN(2);AM(1);BC(2);AS(1);AR(2);	Day15,10:3	Day15,10:21
i383	15	Day15,10:38	R1	27	80	AD(8);AF(4);AP(6);AH(8);BD(2);BG(4);AW(5);AK(5);AX(6);AM(2);AI(2);AN(3);AY(2);AQ(1);AA(2);AJ(4);BB(1);AV(3);AB(2);AC(1);AS(1);AL(1);BE(2);AG(1);AR(2);AU(1);BF(1);	Day15,11:23	Day15,11:59
i386	15	Day15,12:53	R2	27	80	AB(3);AC(2);AU(3);AY(3);AK(6);AV(9);AQ(1);AW(6);AA(2);AP(5);AR(2);AX(5);AE(1);AN(3);BB(5);AS(1);AZ(2);AM(1);AG(2);AH(6);AF(3);BF(2);AD(2);BE(2);AJ(1);AO(1);AT(1);	Day15,13:38	Day15,14:14
i385	15	Day15,12:31	R3	26	70	BB(4);AC(1);AX(3);AL(1);AH(5);AD(4);AY(5);AR(4);AQ(1);AW(7);BG(2);AF(3);AG(4);AJ(3);AK(5);AO(2);AP(4);AE(2);BF(2);AN(1);BD(1);AT(2);BE(1);AA(1);AV(1);BC(1);	Day15,14:24	Day15,14:56
i384	15	Day15,11:58	R1	19	30	AO(1);AX(1);BE(2);AH(3);AW(3);AT(1);AJ(2);AN(1);AU(1);AZ(2);AS(2);BG(1);AF(2);AP(1);AD(1);AR(3);BC(1);AB(1);AK(1);	Day15,15:6	Day15,15:20
i387	15	Day15,14:43	R2	19	40	AD(2);BF(2);AU(2);AY(2);AJ(3);AV(4);AE(2);AF(5);AT(2);AP(1);AB(1);AX(4);AR(1);AW(1);AN(2);AK(1);AH(3);BD(1);BG(1);	Day15,15:30	Day15,15:48
i388	15	Day15,15:12	R3	25	100	BB(3);AH(11);AA(2);AZ(1);AP(6);BG(3);AF(6);BF(3);AD(5);AV(3);AG(1);AJ(6);AY(4);AE(2);AR(2);AW(9);AK(8);AB(5);AX(4);AN(4);AL(2);AS(3);AC(1);BC(4);AU(2);	Day15,15:58	Day15,16:43
i390	15	Day15,15:59	R2	24	60	AH(6);AR(2);BE(1);AE(2);AK(4);AW(4);AS(1);AN(5);AB(2);AT(1);AV(4);AA(2);AJ(4);AP(2);AX(2);BG(3);AC(2);AU(3);AO(1);AY(3);AZ(3);AL(1);AQ(1);BB(1);	Day15,16:53	Day15,17:20
i391	15	Day15,16:19	R3	31	110	AX(5);AF(4);BD(1);AB(6);AT(3);AH(11);AP(4);BG(6);AW(10);AA(3);AZ(3);AV(9);AK(3);BE(2);BA(1);AI(1);AN(5);AJ(4);BF(1);AE(4);AR(3);AY(3);AQ(1);AG(1);BC(3);AL(2);AU(4);AC(3);AD(2);BB(1);AS(1);	Day15,17:30	Day15,18:20
i395	15	Day15,17:5	R2	30	130	AF(5);AB(8);AH(11);BA(2);AD(4);AJ(4);AN(8);AY(6);AW(7);BF(3);AP(10);AR(5);AG(3);AK(6);AM(3);BG(4);AV(8);AX(3);AT(1);AC(6);BC(7);AU(1);AA(3);BE(3);BB(2);AE(3);AL(1);AO(1);BD(1);AI(1);	Day15,18:30	Day15,19:30
i403	15	Day15,18:46	R2	29	100	AT(3);AD(4);AV(6);AQ(3);AE(2);AH(5);AX(6);BC(3);AB(1);AM(5);BB(3);AR(2);AP(10);AK(4);AJ(5);AW(4);BG(2);BA(3);AF(4);AU(2);AY(7);AL(1);AN(2);BF(3);AA(4);AO(1);BE(2);BD(2);AC(1);	Day15,19:40	Day15,20:25
i404	15	Day15,19:40	R2	31	100	AW(9);BG(2);AH(11);AF(3);AM(2);AD(4);BB(2);AA(2);AY(3);AV(8);AZ(1);BE(2);AE(2);AP(3);AS(3);AK(7);AJ(2);AI(2);AB(5);AU(3);AQ(4);BF(1);AC(3);AL(1);AN(2);AG(2);AX(5);BC(2);AR(1);AT(2);BA(1);	Day15,20:35	Day15,21:20
i392	15	Day15,16:37	R4	27	100	AJ(5);AY(7);AC(5);AS(3);AH(11);AN(4);AF(6);BG(1);AW(4);AD(2);BF(3);BB(6);AT(2);AX(10);BE(2);AR(6);AE(2);AP(4);AM(3);AO(1);AV(2);AL(1);AA(3);AK(2);AU(3);AZ(1);BA(1);	Day15,21:30	Day15,22:16
i393	15	Day15,16:53	R5	31	100	AD(5);AN(4);AE(4);AU(1);AJ(6);BD(2);BB(4);AP(5);AR(3);AW(9);AY(5);AF(3);AC(4);AL(1);AK(3);AH(10);BE(3);BG(4);BF(3);AB(2);AS(3);AX(4);AT(1);AA(1);AI(1);AV(1);BC(2);AG(2);AM(1);BA(1);AQ(2);	Day15,22:26	Day15,23:11
i397	15	Day15,17:17	R6	29	90	AJ(6);AX(5);AK(5);AP(7);AW(4);AV(6);AQ(3);AF(5);AY(4);AI(1);AZ(1);BC(3);AH(5);AB(3);AA(2);BG(1);AC(2);BB(5);AN(4);BF(2);AR(3);AU(2);AS(1);AG(3);BE(2);AE(2);AO(1);BA(1);AD(1);	Day15,23:21	Day16,0:2
i406	15	Day15,20:35	R2	28	80	AE(2);AL(1);AB(5);BE(4);AQ(1);AX(1);AW(4);AA(3);AH(7);AK(4);AN(6);AC(3);AU(2);AG(1);AF(2);BA(1);BF(4);AJ(2);AP(5);AR(4);BB(3);AY(3);AS(2);AI(1);AD(2);AV(3);BC(1);BG(3);	Day16,0:12	Day16,0:49
i400	15	Day15,17:43	R3	26	80	AE(1);AH(9);BB(3);AP(5);AY(5);BA(1);AO(1);AC(3);AW(9);BE(4);AK(5);AF(7);BG(4);AV(4);AT(2);AQ(1);AN(2);AJ(2);AR(3);BF(2);BD(1);AX(1);AD(2);AM(1);BC(1);AB(1);	Day16,0:59	Day16,1:35
i401	15	Day15,18:9	R9	28	80	BB(1);AL(3);AN(3);AF(5);AA(5);BG(2);AR(6);BF(3);AK(3);BE(2);AJ(5);AC(3);AP(3);AW(6);AY(3);AZ(2);AV(4);AE(1);AH(4);AD(3);AX(4);AM(2);AS(1);AU(2);AI(1);AB(1);AT(1);BC(1);	Day16,1:45	Day16,2:21
i411	16	Day16,1:0	R3	27	70	AP(3);AR(4);AW(7);AV(5);AF(6);AQ(1);AA(1);BG(2);AO(1);AN(4);AK(3);BB(3);AG(1);AS(2);AE(4);AM(3);AT(2);BD(1);AB(2);AY(2);AD(2);AX(3);BE(3);AH(2);AU(1);AJ(1);BF(1);	Day16,2:31	Day16,3:3
i408	15	Day15,21:41	R4	24	70	AU(1);AB(2);AN(6);AH(8);AK(2);AR(3);AY(5);AF(5);AC(2);AD(4);AW(4);AJ(5);AA(3);AT(2);BG(5);AP(3);AX(3);AQ(1);AG(1);BA(1);BE(1);AV(1);BB(1);AL(1);	Day16,3:13	Day16,3:45
i396	15	Day15,17:15	R7	24	70	AD(2);AK(2);AV(5);AF(2);AJ(2);AR(6);AX(2);BF(6);AQ(1);BG(1);BE(2);AY(6);AH(12);BC(2);BD(3);AE(1);AW(6);AP(2);BB(1);AU(1);AT(1);AM(2);AI(1);AB(1);	Day16,3:55	Day16,4:27
i413	16	Day16,3:47	R4	23	70	AI(3);AV(3);AK(4);AB(4);AH(7);AS(1);BC(3);AX(3);AJ(5);AN(1);AW(4);AE(2);AF(5);AD(4);AR(3);BE(2);AA(3);AP(4);BF(1);AC(2);AY(3);AT(2);AU(1);	Day16,4:37	Day16,5:9
i412	16	Day16,2:53	R3	25	60	AG(1);AY(2);AK(3);AB(3);AF(4);AX(3);AW(4);AV(4);BF(1);AD(2);AE(2);AZ(2);AP(6);AH(5);BG(2);BC(2);AA(2);AU(1);AQ(1);AJ(1);AT(2);AM(1);BB(3);AR(2);BE(1);	Day16,5:19	Day16,5:46
i417	16	Day16,5:7	R4	28	100	AZ(2);AC(1);AI(1);AW(9);AD(5);AV(6);AY(7);AQ(1);AB(3);AJ(3);BG(6);BB(5);AP(3);BE(3);AE(3);AH(8);AF(8);AS(3);AN(6);AA(2);AK(5);AR(2);AU(1);AM(1);AO(1);AL(1);AX(2);BF(2);	Day16,5:56	Day16,6:41
i418	16	Day16,5:19	R3	26	80	AV(5);AA(2);AJ(3);AH(8);AC(6);AU(3);BB(5);BF(2);AW(5);AX(3);AF(6);BG(2);AB(3);BC(1);AS(2);AY(3);AL(1);AR(4);AN(5);AE(2);AT(1);AM(1);AO(1);AP(3);AK(2);AG(1);	Day16,6:51	Day16,7:28
i398	15	Day15,17:23	R8	25	60	AF(2);AW(7);BF(4);AV(2);AN(2);AO(1);AB(2);AP(4);AD(6);AT(1);BE(2);BG(3);AX(2);AR(5);AL(1);AS(3);AU(2);AE(2);AM(3);AJ(1);AH(1);AQ(1);BB(1);AK(1);AC(1);	Day16,7:38	Day16,8:5
i402	15	Day15,22:26	R5	22	50	AD(4);AY(1);AF(4);AP(2);AW(7);AO(1);AE(2);BB(1);AX(1);BF(6);AU(1);AV(2);BG(1);AS(2);AN(3);AJ(3);BE(1);AH(3);AC(2);AT(1);AM(1);AA(1);	Day16,8:15	Day16,8:38
i409	15	Day15,23:27	R6	25	50	BC(1);AH(2);BF(4);AB(1);AW(5);BE(3);AG(4);BB(1);AN(2);AP(2);AZ(1);AJ(2);AR(4);AK(1);AQ(3);AX(2);AD(1);BG(1);AV(3);AY(1);AE(2);AM(1);AF(1);AL(1);AC(1);	Day16,8:48	Day16,9:10
i399	15	Day15,17:42	R10	24	50	AI(1);AE(2);BC(2);AH(7);AQ(2);AW(4);AA(2);AK(3);BG(2);AP(4);AD(1);AR(3);AV(3);BF(1);AF(3);AX(1);BA(2);AM(1);BD(1);BE(1);AT(1);AB(1);AJ(1);AC(1);	Day16,9:20	Day16,9:43
i420	16	Day16,9:2	R6	31	80	AW(6);AT(3);AF(3);AU(2);AV(5);AX(3);AY(3);BC(1);BA(2);AR(4);AJ(2);AK(3);BB(2);AD(5);AP(3);AH(7);AG(2);AC(3);AM(1);BG(2);AS(2);AZ(1);BF(1);BD(2);BE(3);AL(1);AE(2);AO(1);AA(2);AQ(1);AN(2);	Day16,9:53	Day16,10:30
i416	16	Day16,6:51	R3	20	40	BE(1);AV(3);AD(3);AM(2);AW(3);AN(3);AB(2);AE(2);AF(3);BD(1);AC(2);AX(2);AP(1);AJ(3);BF(1);BG(2);AK(2);AG(2);AU(1);AS(1);	Day16,10:40	Day16,10:58
i415	16	Day16,5:56	R4	25	40	BF(3);AT(2);AY(1);AE(1);BC(1);AD(1);AH(3);AZ(1);AJ(2);AV(3);AU(2);AF(3);AK(2);BB(2);AP(2);AX(1);AM(1);AG(1);AS(1);AR(1);AW(2);BE(1);BG(1);AC(1);AN(1);	Day16,11:8	Day16,11:26
i414	16	Day16,3:58	R7	19	40	AH(2);BA(1);AD(3);BG(3);AX(2);BE(2);AP(2);AW(3);AQ(1);AT(2);AJ(1);AR(4);AV(2);AK(3);BF(3);AA(1);AE(1);BB(2);AN(2);	Day16,11:36	Day16,11:54
i421	16	Day16,11:7	R6	22	40	AH(3);AD(3);BE(2);AJ(2);AA(1);AU(3);BG(3);AP(2);AR(2);AW(3);AV(1);AY(3);BA(1);BF(2);AX(1);AT(1);BB(1);AQ(1);AK(1);AC(2);AE(1);AN(1);	Day16,12:4	Day16,12:22
i422	16	Day16,11:27	R3	25	60	BE(4);AK(5);AX(2);AH(13);AP(6);AF(1);AJ(2);AR(3);BB(2);AE(1);AN(1);AW(1);AU(2);AI(1);BF(1);AZ(1);AS(1);BG(3);AT(1);BD(1);AD(2);AC(3);AQ(1);AY(1);AB(1);	Day16,12:32	Day16,13:0
i389	15	Day15,15:44	R1	15	30	AH(4);AC(2);AP(2);BB(4);AZ(2);AX(2);BF(2);BD(1);AU(2);AE(1);AW(2);AI(1);AJ(3);BE(1);AN(1);	Day16,13:10	Day16,13:23
i394	15	Day16,0:12	R2	19	30	AB(2);AY(2);AU(1);BG(1);AR(1);AW(1);BB(2);AF(2);AN(2);AV(4);AH(2);AJ(1);BA(1);AK(1);AS(2);AQ(2);AE(1);AT(1);BE(1);	Day16,13:33	Day16,13:47
i423	16	Day16,12:49	R4	29	80	AF(3);AV(4);AD(5);BG(3);BA(2);AP(4);AW(7);AK(5);AM(3);AH(3);BD(1);BE(3);AG(1);AJ(7);AY(1);AX(5);AN(2);AT(2);BB(2);AQ(2);AA(3);AU(1);AR(3);BC(1);AL(1);AI(1);AE(2);BF(2);AC(1);	Day16,13:57	Day16,14:33
i425	16	Day16,13:58	R1	29	90	AP(5);AB(4);AZ(2);AN(3);AO(1);AG(2);AF(5);AA(2);BE(2);AX(2);AK(8);AE(3);AJ(5);AH(9);BA(1);AV(1);AW(5);AM(5);AR(4);AD(3);AC(2);AS(2);AY(3);BG(2);BF(2);AU(1);BC(2);AL(3);AQ(1);	Day16,14:43	Day16,15:24
i424	16	Day16,13:4	R3	26	70	BG(2);AN(2);BB(1);BF(5);AE(3);AS(1);AW(4);AJ(6);AF(2);AQ(3);AD(2);AH(8);AP(1);AM(2);AR(3);AU(4);BD(1);AV(5);BA(2);AK(2);AB(3);BC(2);AC(2);AY(1);AA(1);AX(2);	Day16,15:34	Day16,16:6
i426	16	Day16,14:26	R2	14	30	BE(3);AN(2);AV(2);AW(5);AH(3);AJ(4);AY(1);AP(2);AD(2);AU(1);AR(1);AQ(1);AF(1);AK(2);	Day16,16:16	Day16,16:30
i410	16	Day16,8:15	R5	19	30	AS(3);AH(1);AT(1);AF(5);AJ(2);BE(1);BG(3);AD(1);AY(3);BF(1);BB(1);AA(1);AQ(1);BD(1);AM(1);AZ(1);AL(1);AV(1);AE(1);	Day16,16:40	Day16,16:53
i427	16	Day16,16:14	R4	27	70	AH(6);AJ(3);AW(3);AD(2);AZ(1);AX(4);AT(2);AQ(2);BG(3);AE(6);BA(1);AR(3);AP(2);AF(4);AV(4);AN(3);BE(4);AS(1);AK(5);AM(1);AB(2);AG(1);AC(1);BC(2);AY(2);AI(1);AA(1);	Day16,17:3	Day16,17:35
