outbound Train No	Day No	PullBack engine No	Starting time of pullback job	ending time of pullback job	departure time at departure area	Departure track No	Number of blocks	number of railcars	destination of blocks(associated number of cars)
o1116	18	1	Day18,12:13	Day18,12:38	Day18,13:23	5	2	27	AT(16);AK(11);
o1117	18	2	Day18,12:13	Day18,12:53	Day18,13:38	6	3	25	AJ(13);AP(6);BE(6);
o1118	18	2	Day18,12:59	Day18,13:24	Day18,14:9	1	2	33	AQ(19);BD(14);
o1119	18	1	Day18,12:38	Day18,13:33	Day18,14:19	3	4	26	AD(8);AU(8);AS(6);BA(4);
o1120	18	2	Day18,13:24	Day18,13:49	Day18,14:34	2	2	26	AX(14);AC(12);
o1121	18	1	Day18,13:33	Day18,14:13	Day18,14:58	4	3	29	AW(13);AB(10);AF(6);
o1122	18	2	Day18,13:49	Day18,14:29	Day18,15:14	5	3	29	AP(10);BC(10);AN(9);
o1123	18	1	Day18,14:19	Day18,14:44	Day18,15:29	1	2	33	AH(24);AE(9);
o1124	18	2	Day18,14:29	Day18,14:54	Day18,15:39	3	2	27	AV(21);AZ(6);
o1125	18	1	Day18,14:44	Day18,15:9	Day18,15:54	2	2	26	BG(16);AN(10);
o1126	18	2	Day18,14:54	Day18,15:19	Day18,16:4	6	2	26	AY(16);AR(10);
o1127	18	1	Day18,15:9	Day18,15:49	Day18,16:34	4	3	25	BF(14);AP(6);BE(5);
o1128	18	2	Day18,15:19	Day18,16:59	Day18,17:44	5	7	25	BB(10);AD(4);BA(3);AF(3);AS(2);AU(2);AB(1);
o1129	18	1	Day18,17:38	Day18,17:48	Day18,18:33	1	1	26	AW(26);
o1130	18	2	Day18,17:38	Day18,17:48	Day18,18:43	2	1	26	AK(26);
o1131	18	1	Day18,17:48	Day18,18:13	Day18,18:58	3	2	28	AJ(16);AP(12);
o1132	18	2	Day18,17:48	Day18,18:28	Day18,19:13	4	3	26	AX(12);AC(11);AG(3);
o1133	18	1	Day18,18:13	Day18,18:53	Day18,19:38	5	3	33	BG(12);AN(11);AA(10);
o1134	18	2	Day18,18:28	Day18,19:23	Day18,20:8	6	4	30	AD(9);AB(8);AU(7);AS(6);
o1135	18	1	Day18,19:42	Day18,19:52	Day18,20:37	1	1	44	AH(44);
o1136	18	2	Day18,19:42	Day18,19:52	Day18,20:47	2	1	30	AV(30);
o1137	18	1	Day18,19:52	Day18,20:2	Day18,20:57	3	1	26	AM(26);
o1138	18	2	Day18,19:52	Day18,20:17	Day18,21:7	4	2	38	AW(20);AR(18);
o1139	18	1	Day18,20:2	Day18,20:27	Day18,21:17	5	2	32	AI(19);AL(13);
o1140	18	2	Day18,20:17	Day18,20:42	Day18,21:27	6	2	29	AP(17);BE(12);
o1141	18	1	Day18,20:27	Day18,20:52	Day18,21:37	7	2	29	AY(15);AF(14);
o1142	18	2	Day18,20:42	Day18,21:22	Day18,22:7	1	3	25	BB(14);AD(6);AS(5);
o1143	18	1	Day18,20:52	Day18,21:32	Day18,22:17	2	3	26	BC(11);AN(8);AJ(7);
o1144	19	2	Day18,22:6	Day18,22:16	Day18,23:1	3	1	31	AH(31);
o1145	19	1	Day18,22:6	Day18,22:16	Day18,23:11	4	1	29	AK(29);
o1146	19	1	Day18,22:16	Day18,22:41	Day18,23:26	1	2	36	AX(24);AC(12);
o1147	19	2	Day18,22:16	Day18,22:41	Day18,23:36	5	2	27	AP(14);BG(13);
o1148	19	1	Day18,22:41	Day18,23:6	Day18,23:51	2	2	27	AF(14);AW(13);
o1149	19	2	Day18,22:41	Day18,23:6	Day19,0:1	6	2	25	AR(14);AY(11);
o1150	19	1	Day18,23:6	Day18,23:46	Day19,0:31	3	3	27	AB(12);AU(8);AD(7);
o1151	19	2	Day18,23:6	Day19,0:1	Day19,0:46	7	4	28	AJ(10);AA(8);AN(6);BE(4);
o1152	19	1	Day18,23:46	Day19,0:11	Day19,0:56	1	2	28	AV(18);AZ(10);
o1153	19	2	Day19,0:17	Day19,0:42	Day19,1:27	2	2	40	AH(23);AE(17);
o1154	19	1	Day19,0:17	Day19,0:42	Day19,1:37	4	2	30	AQ(20);BD(10);
o1155	19	1	Day19,0:59	Day19,1:24	Day19,2:9	3	2	35	AK(21);AT(14);
o1156	19	2	Day19,0:59	Day19,1:24	Day19,2:19	5	2	33	AW(18);AR(15);
o1157	19	1	Day19,1:36	Day19,2:1	Day19,2:46	1	2	33	BF(19);AP(14);
o1158	19	2	Day19,1:36	Day19,2:1	Day19,2:56	2	2	29	AF(15);AB(14);
o1159	19	1	Day19,2:1	Day19,2:26	Day19,3:11	4	2	28	AJ(16);AN(12);
o1160	19	2	Day19,2:1	Day19,2:41	Day19,3:26	6	3	32	BB(12);AS(10);BA(10);
o1161	19	1	Day19,2:26	Day19,3:6	Day19,3:51	3	3	29	BC(12);AA(10);BE(7);
